,Chistes,id
1778,"+¡LA FRUTERÍA ESTÁ ARDIENDO! ¡TODOS FUERA! -Yo no salgo +¡DEJE ESA BALANZA Y SALGA! -No, me quedo a pesar de todo",3785
1779,"- Papá, ¿qué es el ayuno y por qué debo pasar hambre? - ¿Ves ese sándwich de Nocilla? - Sí. - Pues has de pasar hambre, hijo, porque sólo ayuno y es para mí.",3786
1780,"-Bien, veamos dónde esta el origen del problema. - De pequeño mi madre me insultaba y una vez la vi follando con el cartero. -De la lavadora. -Oh.",3787
1781,"-Mira, tío, una impresora escáner por 9,99€.  -Impresionante.  -Y escaneante.",3788
1782,"+ Carmen, ya llevamos una hora en el cine y todavía no me has hecho ni una paja - Pero si acabo de hacerte una + ¿A mí?",3789
1783,"-Qué bien huele el marisco. +¿Lo percebes? -Sí, como si lo vieira",3790
1784,"-En su currículum dice usted que su defecto es la sinceridad.  -Así es.  -Eso no es defecto, es una virtud.  -Me suda el coño lo que usted piense",3791
1785,"- Papá, he suspendido Anatomía. + ¿Por qué, hijo? - Por lo visto, el ligamento no es el arte de ligar, como tú me has dicho. + No tienen ni idea.",3792
1786,"-Parece que estamos en marte. +¿Por la calima? -No, porque ayer fue lune.",3793
1787,- me dedico a traer especias del exterior  - me importa un comino - mínimo un frasco,3794
1788,"- Y de postre tenemos, flan de huevo, flan de café, flan de chocolate , flan de ron, flan de vainilla... - Vaya. Deberíais tener alguna alternativa al flan - ¿Te refieres a tener un flan B? - ¿Eh? - ¿Qué?",3795
1789,"Me encantan los mensajes de voz"". ""Yo los detesto"". ""Sí, esos también molan",3796
1790,¿Qué hace un mudo bailando? Una mudanza,3797
1791,"""Hola, busco trabajo"". ""¿Le interesa de jardinero?"". ""¿Dejar dinero? ¡Si lo que busco es trabajo!",3798
1792,¿Qué le dice una impresora a otra? Esta hoja es tuya o es impresión mía.,3799
1793,"¿Qué tal tu primer día de parkour?"". ""De futa madfre",3800
1794,"Me acabo de tirar un pedo de esos silenciosos, ¿qué hago?"". ""Ahora nada, pero, cuando llegues a casa, cámbiale las pilas al audífono",3801
1795,"Me han despedido"". ""¿Y qué vas a hacer?"". ""Croquetas"". ""Digo con tu vida"". ""Pues comerme unas croquetas",3802
1796,"¿Me da un café con leche corto?"". ""Se ha roto la máquina, cambio",3803
1797,"Buenas, quería una camiseta de un personaje inspirador"". ""¿Ghandi?"". ""No, mediani",3804
1798,¿Sabes por qué no se puede discutir con un DJ? Porque siempre están cambiando de tema.,3805
1799,"Pues la postura favorita de mi mujer en la cama es la del pez"". ""¿La del pez? Pues esa no la conozco"". ""Sí hombre. Se da la vuelta y... ¡nada!",3806
1800,"Mamá, mamá, ¿cómo se explica que papá sea negro, tú blanca y yo amarillo?"". ""Mira chaval, si supieras la orgía que hubo ese día, lo que me extraña es que no ladres",3807
1801,"Estoy saliendo con una chica que podría ser mi hija"". ""¿Sí? ¡Qué grande eres! ¡No sabes cómo me alegro! ¡Eres un verdadero tigre! Y dime: ¿quién es esa chica?"". ""Tu hija""",3808
1802,"Ahora tengo que tener mucho cuidado con quedarme embarazada"". ""Pero ¡si tu marido se ha hecho la vasectomía!"". ""Por eso, por eso...",3809
1803,Te cuento un chiste verde rápido? Una lechuga en una moto,3810
1804,"Una anciana le dice a otra: ""Con los años, mi marido se ha convertido en una fiera en la cama"". ""¿Te hace el amor como un salvaje?"". ""No, se mea en las sábanas para marcar su territorio"".",3811
1805,"""Perdone señor, esto es para una encuesta, ¿su mujer grita cuando hacen el amor?"". ""Pues sí, bastante"". ""¿Y lo hace durante, después, antes...?"". ""No, lo hace después, cuando me limpio la polla con las cortinas"".",3812
1806,"Le dice un clítoris a otro: ""Oye, que me han dicho que ya no te corres"". ""¡Bah eso son las malas lenguas!"".",3813
1807,"¿Cuál es el líquido más erótico? El agua caliente, porque pone los huevos duros y abre las almejas.",3814
1808,"¿Qué le dice un mecánico a su mujer? ""¡Mercedes, benz y ponte A4 patas que te voy a echar un Volvo y nacerá un Clío, porque en esto del Saxo no hay quién Megane!"".",3815
1809,¿Por qué los espejos no utilizan WhatsApp? Porque se reflejan en el pasado.,3816
1810,"¿Qué le dice un pendrive a otro? ""Eres mi puerto USB de la vida"".",3817
1811,Cómo se llama el campeón de programación? Juan Decódigo.,3818
1812,Por qué los programadores siempre llevan una chaqueta? Porque en el código siempre hace frío.,3819
1813,Cuál es el animal más peligroso de Internet? El mouse-tro.,3820
1814,"Qué le dice un GIF animado a otro? ""Nos vemos en el próximo bucle"".",3821
1815,Por qué los robots no tienen amigos? Porque son todos circuitos cerrados.,3822
1816,Cómo se llama el primer superhéroe que apareció en Internet? Spider-Manual.,3823
1817,"Qué le dice un altavoz a otro? ""Nos vemos en el sonido"".",3824
1818,Por qué el libro de matemáticas se volvió un influencer? Porque tenía muchos seguidores.,3825
1819,Por qué los cables de internet son tan tímidos? Porque siempre se esconden detrás de los routers.,3826
1820,Cómo se llama el sobrino del ratón Mickey que sabe programar? ¡Data!,3827
1821,Qué hace un celular en el gimnasio? ¡Ejercicios de flexión de aplicaciones!,3828
1822,Por qué el robot no va al gimnasio? Porque ya está bien programado.,3829
1823,Cómo llama un móvil a otro móvil? ¡Celular hermano!,3830
1824,Qué hace un perro en el espacio? ¡Un dog-italizador!,3831
1825,Por qué los peces no utilizan computadoras? Porque tienen miedo del spyware.,3832
1826,Por qué el smartphone fue al psicólogo? Porque tenía problemas de conexión emocional.,3833
1827,Qué le dijo el celular al enchufe? Eres mi media naranja.,3834
1828,Cuál es el animal más tecnológico? ¡El mouse!,3835
1829,Por qué el programador siempre está frío? Porque siempre está rodeado de ventiladores.,3836
1830,Cómo se llama el hijo de un laptop y una tablet? ¡Un niño portátil!,3837
1831,Cuál es el superhéroe favorito de un programador? ¡Ctrl + S (Guardar) Man!,3838
1832,Qué le dijo un bit al otro? ¡Nos vemos en el byte!,3839
1833,Por qué los robots no tienen hermanos? Porque son hijos únicos.,3840
1834,Por qué las madres siempre ganan las discusiones? Porque tienen argumentos ¡para-madre-los!,3841
1835,"Cuál es el animal más antiguo de la historia? La suegra, ¡porque siempre está en la prehistoria!",3842
1836,"Papá, ¿qué se siente tener un hijo tan guapo? No sé hijo, pregúntale a tu abuelo...",3843
1837,"Mamá, en el colegio me llaman Facebook. ¿Y tú qué les has dicho? ¡Me gusta!",3844
1838,¿Cuál es el colmo de un jardinero? Tener hijos enraizados.,3845
1839,"Mamá, en el colegio me llaman ""WhatsApp"". ¿Y tú qué les has dicho? ¡Última conexión a las 2 de la mañana!",3846
1840,"¿Qué hace una abuela surfeando? ¡Tirar la tabla y decir ""mareo""!",3847
1841,"Mamá, mamá, en el colegio me llaman ""Facebook"". ¿Y tú qué les has dicho? ¡Me gusta!",3848
1842,¿Qué hace una abuela en una pelea de perros? Apostar por el de ojos azules.,3849
1843,¿Por qué el libro de contabilidad fue al psicólogo? Porque tenía muchos desbalances emocionales.,3850
1844,¿Qué hacen dos abogados en una fiesta? Forman un bufete de abogados.,3851
1845,Por qué los carpinteros nunca se estresan? Porque siempre encuentran una solución a mano.,3852
1846,"Qué le dijo el jefe al empleado que llegó tarde? ""¡Espero que esto no se repita!"".",3853
1847,Por qué el jardinero siempre lleva dos pantalones? Porque tiene doble empleo.,3854
1848,Qué hacen dos programadores cuando se encuentran en un bar? Intercambian bits de información.,3855
1849,Por qué el fontanero es tan buen trabajador? Porque siempre está en tubos los detalles.,3856
1850,Cuál es el animal favorito de los empleados de oficina? La rata de escritorio.,3857
1851,Qué hace un electricista cuando se enoja? Tira chispas por la boca.,3858
1852,Por qué los banqueros no son buenos en el fútbol? Porque siempre quieren hacer un gol de taquilla.,3859
1853,Cuál es el día favorito de un programador? El código viernes.,3860
1854,"Cuál es el pájaro más trabajador? El que hace todos los ""trinos"" en la oficina.",3861
1855,Por qué el libro de historia tenía malas relaciones con los demás libros? Porque siempre vivía en el pasado.,3862
1856,Qué hace un chef cuando tiene un mal día en la cocina? Se agarra de las sartenes.,3863
1857,"Por qué los bomberos no pueden trabajar desde casa? Porque siempre tienen que estar ""in situ"".",3864
1858,Y tú quejandote que persdiste tu celular en la peda (Hay una protesis de un pie botado),3865
1859,Entrevistador: Por que deberiamos contratarte?  Yo: porque están contratando…,3866
1860,Si me pagaron por subir memes (una persona muy feliz),3867
1861,Imagen de Me gusta / Letra Y/ Foto de un té/ Foto de un amputado,3868
1862,"Hoy se cumple un mes desde que me inscribí al gym y no veo resultados. Si esto sigue así, tendré que ir",3869
1863,Por que el marisco viene del mar? porque si viniera de francia sería san francisco,3870
1864,Que le dice una iguana a otra iguana? Somos iguanitos,3871
1865,Cual es la parte favorita de halloween de un pedofilo? La entrega gratis,3872
1866,Mi esposa me dijo que conectará con su parte femenina y entonces choqué el carro,3873
1867,Por que los musulmanes odian el ajedrez? Porque la reina se puede mover libremente,3874
1868,Cual es la parte favorita de un pedofilo de un juego de futbol? Antes del primer periodo,3875
1869,Saben cual fue el animal que se subió de ultimas al arca de Noe? El camello,3876
1870,Cual edificio cae primero ? 911,3877
1871,Que tiene 50 piernas y no camina? 50 paraliticos,3878
1872,cual es la diferencia entre un mexicano y jesucristo? Jesucristo no tenia el tatuaje de un mexicano,3879
1873,"que es mas duro que clavar 20 bebes a un arbol? Clavar un bebe a 20 arboles, y que es mas duro que eso? El bicho mio mientras lo hago",3880
1874,Cual es el lugar favorito de un niño en siria? El cielo,3881
1875,Digale a su mamá que se eche una pomadita que ayer se la deje hinchada,3882
1876,Cual es el colmo de aladdin? Que amanezca de malgenio,3883
1877,Que hace un negro con un cinturon blanco? Una oreo,3884
1878,Que hace un yogurt en el gimnasio? Yoga,3885
1879,Un león comió jabón y ahora espuma,3886
1880,Por qué los golfistas siempre llevan 2 pantalones? Por si tienen un hoyo en uno,3887
1881,Sabes por que los negros parecen monos? Porque son negros,3888
1882,Que hacen 2 vagabundos peleando con cartones? Pelea de almohadas,3889
1883,Llegó un pastor alemán... ... y nadie entendió la misa.,3890
1884,"Las mujeres no son inferiores a los hombres, simplemente los hombres les ganan en todo",3891
1885,Como se despiden los científicos? -Ácido un placer xdxd,3892
1886,Cómo se saludan los jaguares? Jaguar you Jsjsj,3893
1887,Qué le dice una impresora a otra? Esa hoja es tuya o es impresión mía,3894
1888,"Juez - ¿Cómo se declara el acusado?Acusado - Indecente… Juez - Es ""inocente"" Acusado - Oh... Está bien, gracias. Adiós. Juez - Raios, otro más que se me va xdxdxd",3895
1889,Erase una vez un barco pirata y otro original.,3896
1890,Cual es la diferencia entre un veneco en el transmilenio y un perro pidiendo comida en la calle? Que el perro es más limpio,3897
1891,Van dos putas en una moto y se cae la economía argentina,3898
1892,por que una niña sin piernas no puede jugar futbol? Porque es mujer,3899
1893,Habia un perro que se llamaba calcetin salio a la calle y se lo pusieron,3900
1894,cual es el numero que no está a la venta? Pues el NOventa,3901
1895,q le dice un molusco a otro molusco? Mira como lusco,3902
1896,A Batman le dicen la hamburguesa sencilla porque no tiene papas.,3903
1897,Porque sacaron al perro que se metió al circo 😂😂 porque se metió,3904
1898,cada tres pasos en Liniers te dicen que se te cayó la facha,3905
1899,Saben como una mujer se enteró que su marido le era infiel? Porque encontró pintalabios de otra mujer en los nudillos del marido.,3906
1900,Sabéis a que se debe la oscuridad en el fondo del mar? Porque allí acaban todos los negros que no saben nadar.,3907
1901,"Las olimpiadas se están celebrado en España? Porque salgo a la calle y solo veo chinos, negros y moros.",3908
1902,"Cuando se me cayó mi primer diente, se me cayeron 3 a la vez, la que conducía era mi madre.",3909
1903,Que es lo mas duro en el accidente de un autobús escolar? La polla de Michael Jakson,3910
1904,En que se diferencia un rabino y un sacerdote? En que le rabino lo corta y el sacerdote lo chupa.,3911
1905,Un zombie vegano solo se comería a los paralíticos?,3912
1906,Si unos zombies llegan a tu casa zombienvenido? Jajajaja y si llega un zombie nazi zombyin?,3913
1907,Sabéis porque las mujeres tiene las manos mas pequeñas que los hombres? Para lavar bien los vasos.,3914
1908,"Un suicida es una persona que tiene planeado suicidarse. Entonces si un suicida se suicida, es un suicida mas? O un suicida menos?",3915
1909,Sabéis porque la reina en el ajedrez se puede mover con tanta libertad? Porque el tablero parece el suelo de la cocina.,3916
1910,"Yo no soy homófobo ni nada, de hecho tengo muchos amigos gays que son muy graciosos, con los que me río muchísimo, de verdad me parto el culo con ellos.",3917
1911,Que es una mujer embarazada de 3 niñas? Un pack de limpieza,3918
1912,Que se le pasa por la cabeza a una mujer musulmana que es infiel? Una piedra.,3919
1913,"Una pregunta para todos los racistas, de verdad que os pasa? Que tenéis en contra de los negro? Yo un bate.",3920
1914,"No entiendo porque mi madre se queja cuando mi padre se lleva el trabajo a casa, pero tampoco es para tanto, tiene que entender que es boxeador.",3921
1915,El otro día me detuvieron por supuestamente venderle droga a niños. Que se esperaban que la de gratis?,3922
1916,Cual es el órgano mas caliente de una mujer muerta? Mi polla.,3923
1917,La pedofilia no existiría si no existirían niños tan guapos.,3924
1918,Saben porque los hombres homosexuales viven mas que los heterosexuales? Porque comen mas sano.,3925
1919,"Confiman que ninguna selección de Africa jugará el Mundial 2022 ya que todos los jugadores con capacidad de saltar, correr y nadar se encuentran en Francia.",3926
1920,"Saben porque una mujer ciega, sorda y sin brazos no puede conducir bien? Porque es mujer.",3927
1921,"Para todas las mujeres que sus maridos les pegan cuando llegan a casa borrachos después de salir de fiesta, eso tiene fácil solución, que les peguen antes de irse.",3928
1922,Saben lo importante que es lavar los juguetes sexuales? Por eso los curas inventaron el bautismo.,3929
1923,"dice un espermatozoide: Falta mucho para el ovulo? Bro, estamos en el tubo de un escape de un porsche 911 sally especial",3930
1924,Darle un abrazo a un cura es como abrir una caja sorpresa. Nunca sabes que te va a tocar.,3931
1925,Yo cinco segundos despues de conocer a un tipo en linea ( mevan a robar los organos ): Panas {Gatos bebes dandose la mano},3932
1926,Cuando juegas una partida online y tu amigo que murio te empieza a decir que hacer {un cadaver abrazando a un militar},3933
1927,Pq en USA los chicos son mas inteligentes? Porque se matan estudiando,3934
1928,ustedes saben de que color era el carro de Lady Di? Negro estampado,3935
1929,Que le dijo el edificio del norte al edificio del sur? hablamos luego que acabo de agarrar un avion ,3936
1930,"Papa estoy embarazada. Que? Como? Tranquilo, no es tuyo. Hp no me asuste asi",3937
1931,A donde fue la niña despues de la explosión? a todas partes,3938
1932,"Hijo juguemos a una adivinanza, que tiene 4 patas y no esta vivo? Una silla? No, es Toby",3939
1933,Que tienen en comun una mujer y un tornado? Que? Que al inicio chupan mucho pero al final se llevan la casa,3940
1934,Donde se sienta un judio de tez oscura? En la parte de atras de la camara de gas,3941
1935,Porque la niña sin piernas no juega futbol? Por que? Porque es mujer,3942
1936,Como evitas que te asalte un grupo de brasileños? Le lanzas con una bola de futbol,3943
1937,Saben por que no me gusta ir a Hooters? Porque 2 cosas que no soporto son la cosificación de la mujer y comer con el pito parado,3944
1938,"Ayer mi mamá me castigo 3 dias porque vio la pelicula de los 3 cerditos. Papi me castigo por 8 dias cuando vió Rapidos y furiosos 8. Uy, no me digan eso que mi papá vio anoche 101 Dalmatas",3945
1939,Que hace un granjero con una vaca? Que? So,3946
1940,"Doc: Feliz Navidad. No mame doc, estamos en octubre. Doc: jajajaja a Diciemebre no llegas",3947
1941,Si vas a preguntar algo siempre preguntale al dos o al tres? Porque? Porque uno nunca sabe,3948
1942,Tu sabes porque llora la pizza? Por que? Porque la pizzaron ,3949
1943,"Tu mamá es tan gorda, que usa niños epilepticos de vibrador",3950
1944,Por que cuchillo y tenedor van al hospital? Por que? Porque cuchara sopera,3951
1945,"Cual es la peor combinacion de enfermedades? La diarrea y el alzheimer, imaginate correr y no recordar para que?",3952
1946,Que hacen los girasoles cuando tienen frio en las piernas? Que? Se compran plantalones,3953
1947,Cual es el oso que cuenta chistes? El chistOSO,3954
1948,"No cabe duda, y duda se fue caminando",3955
1949,Por que sacaron al perro del circo? Porque se metio,3956
1950,Como se le llama a los changos sin panza? Chinpancé,3957
1951,ustedes saben cual es el animal mas tonto de la selva? El oso polar. Por que? Pues porque esta en la selva,3958
1952,Quien es mas grande? Un niño de un año o un pollo de un año? El pollo porque tiene un año y pico,3959
1953,Que dijo Bob el constructor cuando se le perdio su camion? Y mi camion,3960
1954,ustedes saben donde bailan los ciegos? En la pista de braile,3961
1955,"En que se parece un huevo, un avion, y un tornillo. En que el huevo y el avion se estrellan. Y el tornillo? te lo acomodo en el fondillo",3962
1956,de que murio el hombre que dormia en la cama de piedra? De que? De un almohadazo,3963
1957,Que le dice un piojo a un calvo? No te agaches que me caigo,3964
1958,Que hace un taco en una cama? Tacostado,3965
1959,Tu sabes que le dijo un dos a un cero? No lo se. Veinte conmigo,3966
1960,Cual es el hermano mayor de Pinocho? Pinonueve,3967
1961,Como se dice veloz en chino? xiuuuum,3968
1962,Tu sabes por que melon y melames compraron sillas? Porque melon siempre estaba sentado y melames es el que siempre esta parado,3969
1963,Tu sabes cual s el unico pez que da leche? El pez-on,3970
1964,Por que la reina es la que tiene mas movimientos en el ajedrez? Porque el tablero se parece al piso de la cocina,3971
1965,Tu sabes que hace un ginecologo sordo? Lee los labios,3972
1966,"El perro de mi novia se murió, entonces le compre uno identico, Ella me grito: Que voy a hacer con dos perros muertos? ",3973
1967,Que le dijo un cilantro a otro cilantro cuando iban a la casa de espantos? Yo cilentro,3974
1968,Cual es el pajaro que usa muletas? El patita tiesa,3975
1969,Que le dijo un huevo a otro huevo? Agachate a ver si escuchas,3976
1970,Ustedes saben como se llama un boomeran que no vuelve? UN palo,3977
1971,Que hace una abeja en el gimnasio? Zumba,3978
1972,Por que un huevo fue al banco a pedir dinero prestado? Porque estaba quebrado,3979
1973,Como Superman pide permiso? Con supermiso,3980
1974,Que es un hombre en silla de ruedas saliendo de un edicio en llamas? Un hotwheels ,3981
1975,En que se diferencia una bicicleta de un negro? Que la bicicleta no se queja cuando la encadenan,3982
1976,"Llegan dos pollitos a una panaderia. Y uno dice pio, y el otro le dice: sisaz pida que yo pago",3983
1977,En que se parece mi tio a Buzz lightyear. Que los dos tienen la cabeza morada,3984
1978,Que sucede si mezlas ADN de un canguro con ADN de un humano? te echan del ZOO,3985
1979,Que tienen en comun un balon y una mujer costeña? Que ambas un hombre costeño las enciende a pata,3986
1980,Que le dice un mono a una jirafa? Yo no se porque yo no hablo con animales?,3987
1981,La esposa le dice al esposo: Amor llama al niño pa dentro que vamos a comer. Andreeees,3988
1982,"¿Camarero, cuando pueda, me trae una servilleta? Ha habido una explosión en la cocina, hay víctimas. Soy consciente; he dicho CUANDO PUEDA",3989
1983,Tiene usted el síndrome de la boca de payaso. Echo no puede cher!,3990
1984,"Parece que estamos en marte ¿Por la calima? No, porque ayer fue lune.",3991
1985,"En su currículum dice usted que su defecto es la sinceridad. Así es. Eso no es defecto, es una virtud. Me suda el coño lo que usted piense",3992
1986,"Qué bien huele el marisco. ¿Lo percebes? Sí, como si lo vieira",3993
1987,"Mira, tío, una impresora escáner por 9,99€. Impresionante. Y escaneante.",3994
1988,"Bien, veamos dónde esta el origen del problema. De pequeño mi madre me insultaba y una vez la vi follando con el cartero. De la lavadora. Oh.",3995
1989,"Vaya, ¿viene sola a la ecografía? Sí doctor, el padre era mago, me hizo un truco, nos acostamos y desapareció... Una pena. En fin, ¿es niño o niña? En fin, ¿es niño o niña? Hostia! Mi carta!!",3996
1990,"Papá, ¿qué es el ayuno y por qué debo pasar hambre? ¿Ves ese sándwich de Nocilla? Sí. Pues has de pasar hambre, hijo, porque sólo ayuno y es para mí.",3997
1991,"¡LA FRUTERÍA ESTÁ ARDIENDO! ¡TODOS FUERA! Yo no salgo. ¡DEJE ESA BALANZA Y SALGA! No, me quedo a pesar de todo",3998
1992,"Cómo murió? Lo golpearon con un violín, una guitarra y un bajo. Mmm... Todo concuerda...",3999
1993,"Papá, cuando ves a una chica guapa, ¿En qué te fijas primero? En qué tu madre no me vea",4000
1994,te sabes el chiste del tren? no. Suele pasar,4001
1995,"Martínez, esta semana ha venido cinco veces tarde. ¿Sabe que quiere decir esto? Sí, jefe, que hoy es viernes.",4002
1996,"¿Es este el pub donde se ponen motes de frutos secos? Si claro, pasa.",4003
1997,"Doctor, sin rodeos, ¿recuperaré la memoria? QUE NOOOOOOOOOOOO.",4004
1998,Y este es el sillón en el que me siento a menospreciar. Parece cómodo. Qué sabrás tú.,4005
1999,"Si pones ""xD"" al final de la frase suavizas el significado. Ejemplo: Amor, me he follado a tu hermana xD",4006
2000,¿Ha consumido usted drogas? No señor Minotauro.,4007
2001,"Profe, me he ido en medio del examen, porque no sabía el elemento con símbolo ""K"". Potasio. Pomeido.",4008
2002,"¡Mierda, un Snorlax! ¡PIKACHU TE ELIJO A TI! ¡PACO, DEJA DE LANZARLE EL HÁMSTER A MI MADRE!",4009
2003,"Podríamos tener otro hijo. Sí, a mí tampoco me gusta el que tenemos.",4010
2004,"¿Te gusta follar a oscuras? A os curas, as monjas...",4011
2005,"Si me explican algo y no me aclaro, mea oscuro?",4012
2006,Me sacaron del grupo de whatsapp de Paracaidismo. Se vé que no caía bien..,4013
2007,Usted sabe trabajar en equipo? Yo sí..pero los boludos éstos no!!,4014
2008,Mis amigos son personas de principios. Dejan todo por la mitad,4015
2009,Tengo tanto frío...que pongo las manos en el fuego por cualquiera,4016
2010,Paciencia es mi segundo nombre. Y el primero ?? Poca,4017
2011,Basta de trabajar de Croupier !! No doy más..,4018
2012,Te arregló la trompeta? Si.. la sol dó,4019
2013,Me gustaba jugar a hacer castillos de arena con mi abuelo cuando era pequeño. Eso fue hasta que mi mamá me quitó la urna.,4020
2014,Cual es el ave nacional de siria? Un dron americano,4021
2015,"Profesor de medicina pregunta en la sala: ¿Cuántos ml salen en una eyaculación? Una alumna dice: 1 litro profe. -Señorita, lamento decirle que a usted la mearon",4022
2016,"Qué hace un pato con una pata? Exacto, cojea.",4023
2017,"No existe tal cosa como el humo pequeño, es hum-mito",4024
2018,"Era una señora tan gorda que cuando la cremaron quedó cruda. Tu mamá es tan gorda,que cuando va al cine se sienta al lado de todos",4025
2019,Como estornuda un tomate? Ket chuuu!!!,4026
2020,"¿Mamá, cuando me crezcan los deditos, los puedo meter de nuevo al ventilador?",4027
2021,Entra el profesor a la sala con un plátano en la mano y dice: Buenos días jóvenes hoy vamos a aprender la forma correcta de poner un preservativo. Y traje este platanito porque no se me para con el estómago vacío!,4028
2022,¿Por qué es mala idea pololear con una comunista. por que hay demasiadas red flags,4029
2023,¿Sabían que existe el exorcismo al revés?. El diablo le dice al cura que se salga del niño,4030
2024,¿Por qué los pájaros no usan Facebook? Porque ya tienen Twitter.,4031
2025,¿Qué hace una abeja en el gimnasio? ¡Zum-ba!,4032
2026,¿Por qué los gatos no juegan a las cartas? Porque hay demasiados cheaters.,4033
2027,¿Qué hacen las vacas en la luna? ¡Lácteos espaciales!,4034
2028,¿Cómo se dice perro en alemán? ¡Nein!,4035
2029,¿Qué hace un perro con un taladro? ¡Taladrando!,4036
2030,¿Por qué el canguro no puede ver películas? Porque siempre salta las escenas.,4037
2031,¿Por qué el elefante no puede usar una computadora? Porque le tiene miedo al ratón.,4038
2032,¿Qué le dice un pez a otro pez? ¡Nada!,4039
2033,¿Qué hace una vaca con los ojos cerrados? ¡Leche concentrada!,4040
2034,¿Por qué los leones no usan GPS? Porque son reyes de la selva y nunca se pierden.,4041
2035,"¿Cómo se despiden las serpientes? ¡Adiós,sss!",4042
2036,¿Qué material lleva un gato samurái? ¡Catana!,4043
2037,¿Cómo se llama el animal más friki del mar? El geek-calamar.,4044
2038,¿Qué le dice un pato a otro pato? ¡Estamos empatados!,4045
2039,¿Por qué los pájaros no usan computadoras? Porque tienen demasiado pico.,4046
2040,¿Qué hace un camello en el Polo Norte? ¡Congelarse de frío!,4047
2041,¿Cómo se llama un perro que baila? Un perro-rítmico.,4048
2042,¿Qué hace una oveja astronauta? ¡Va de misión lanar!,4049
2043,"¿Por qué los osos siempre cobran de más? Porque trabajan en ""oso-cajas"".",4050
2044,¿Qué dijo el pez cuando nadó contra la pared? ¡Damn!,4051
2045,¿Qué hace una tortuga cuando choca? ¡Se estorta!,4052
2046,¿Cómo se llama un perro con chicles? ¡Gum-bark!,4053
2047,¿Por qué las gallinas no tienen amigos? Porque siempre están picoteando.,4054
2048,¿Qué hace un tigre con un vestido elegante? ¡Rugir a la moda!,4055
2049,¿Por qué los tiburones no roban bancos? Porque siempre terminan en la cárcel de los marinos.,4056
2050,¿Cómo se llama un pato con una corbata? ¡Un pato-galán!,4057
2051,¿Qué hace un pez piloto? ¡Dirige el escuadrón acuático!,4058
2052,¿Por qué los flamencos no usan zapatos? Porque ya tienen tacón.,4059
2053,¿Qué hizo el caracol cuando ganó la lotería? ¡Se compró una casa!,4060
2054,¿Qué hace un pez comediante? ¡Nada mal!,4061
2055,¿Cuál es el animal más pobre? El pato-banca-rroto.,4062
2056,¿Qué le dice un gato a otro de madrugada? ¡Miauyuda!,4063
2057,¿Por qué los zorros no usan buses? Porque prefieren caminar con astucia.,4064
2058,¿Qué hace un burro con un PC? ¡Ciburra todo!,4065
2059,¿Por qué los pingüinos no viven en el trópico? Porque no les cae bien el calor.,4066
2060,¿Qué hace una abeja en el médico? ¡Espera por su turno en el zumbitorio!,4067
2061,¿Qué dijo la vaca cuando vio la broma pesada? ¡Esto es una atrocidad!,4068
2062,¿Cómo se llama un perro surfista? ¡Surf-dog!,4069
2063,¿Qué hace un loro en la sauna? ¡Suda contento!,4070
2064,¿Por qué las aves no tararean? Porque ya cantan en susurros.,4071
2065,¿Qué hace un caimán en el banco? ¡Abre una cuenta de aliado!,4072
2066,¿Qué hace un insecto elegante? ¡Va de insectofoil!,4073
2067,¿Por qué las ranas aman internet? Porque siempre están en las redes.,4074
2068,¿Qué hace un gato en la cama? ¡Ronronear arrullado!,4075
2069,¿Cómo se llama una vaca feliz? ¡Contenta!,4076
2070,¿Por qué las mofetas no tienen cabello rizado? Porque siempre tienen el pelo liso.,4077
2071,¿Qué hace un papagayo en la biblioteca? ¡Nar-ra-ba libros!,4078
2072,¿Por qué las liebres no utilizan casco? Porque ya tienen orejas grandes.,4079
2073,¿Qué hace un oso polar en el frío? ¡Sobrevi-bear!,4080
2074,¿Por qué los delfines no van en taxi? Porque prefieren nadar gratuitos.,4081
2075,¿Qué hace un cangurito en una cama elástica? ¡Salta por diversión!,4082
2076,¿Cómo se despide un toro? ¡Adio-toro!,4083
2077,¿Por qué los caracoles temen a las carreras? Porque siempre lleguen tarde.,4084
2078,¿Qué hace una serpiente en un concierto? ¡Sssssssonreír!,4085
2079,¿Qué le dice un perro a otro en la lluvia? ¡Lleve-o!,4086
2080,¿Cómo se llama un gato chef? ¡Mi-cooker!,4087
2081,¿Qué hace un pato ingeniero? ¡Inge-pato!,4088
2082,¿Por qué los elefantes no usan relojes? Porque siempre llegan a tiempo.,4089
2083,¿Qué hace un oso con un móvil? ¡Osito muy tecnológico!,4090
2084,"¿Qué le dice un pollito a otro chillón? ¡¡Pío, pío!!",4091
2085,¿Por qué los tiburones no friegan platos? Porque les falta manos.,4092
2086,¿Qué hace una liebre reunida? ¡Liebra!,4093
2087,¿Cómo se llama un sapo con sombrero? ¡Sapi-chic!,4094
2088,¿Por qué los gatos aman la alfombra? Porque rasguñan con pasión.,4095
2089,¿Qué hace un gallo en la televisión? ¡Un gallo-show!,4096
2090,¿Por qué los osos no comen papas fritas? Prefieren frutas.,4097
2091,¿Qué hace un zorro en el casino? ¡Zorro-apuesta!,4098
2092,¿Cómo se llama un pez ingenioso? ¡Pez-génio!,4099
2093,¿Qué le dice una oveja curiosa a otra? ¡Bee-emos cuál es el chisme!,4100
2094,¿Por qué los caballos no leen el periódico? ¡Porque son purasangre!,4101
2095,¿Qué hace una ballena en vacaciones? ¡Ballena-descanso!,4102
