id,Chistes
7983,"- Mamaaaaa, Mamaaaa... me he tragaaadoooo uuunnnn alltaaaaaaavooooooooozzzzzzz!
- Tranquilo hijo mío, yo me he tragado un tocadiscos y no pasa nada, no pasa nada,no pasa nada,no pasa nada…………."
7984,"Un hombre entra en un bar y pide una docena de gambas y una caña de cerveza. 
El camarero al servírselas, en lugar de dejarlas en la mesa, se las tira y el hombre enfadado le dice: 
- ¡Coño…eso también lo se hacer yo!.
y el camarero le responde….
- ¡¡¡Claro, después de verme a mi!!!"
7985,"Esto es una mujer que va al centro médico a recoger el resultado de los análisis de su marido.
Cuando le toca su turno, un enfermero le informa que existe un problema ya que tienen otro paciente con el mismo nombre y apellido que el de su marido y no saben cuál es el resultado analítico que corresponde a cada uno. Uno tiene Alzheimer y el otro una enfermedad venérea.
- Entonces….- dice la mujer - como podemos saber lo que tiene mi marido.
- Mire señora. - dice el enfermero - Para saber si es una cosa u otra, la solución que hemos pensado es la siguiente:
- Lleve a su marido a un centro comercial o a un parque público. Cuando estén allí, lo despista y lo deja solo. Si su marido logra volver solo a casa, no se acueste con él."
7986,"En pleno acto sexual una viejita le dice a su
marido:
–Pareces un teléfono celular!
El Viejo orgulloso dice:
- ¿Vibro mucho?
–No, al entrar al túnel se te cae la señal…"
7987,"Entra un hombre en un bar y el camarero educadamente le pregunta:
- ¿Qué le sirvo?
A lo que el hombre le contesta:
- Me sirve... tres cervezas.
- ¿tres cervezas? - Le pregunta el camarero sorprendido.
- Si, una para mí, otra para ti, y otra para tu puta madre.- Le contesta el hombre.
El camarero sorprendido y a la vez mosqueado se aguanta las ganas de darle un buen puñetazo, por respeto y por temor a ser despedido, ya que piensa... puede que sea la última vez que venga por allí, y no merece la pena ponerse a malas….. por lo que le sirve las tres cervezas.
Al día siguiente el camarero al poco de abrir el bar, ve sorprendido que acaba de entrar el mismo hombre del día anterior. 
El hombre se acerca hasta él y le dice:
- Quiero que me sirvas 3 cervezas.
El camarero con precaución por lo sucedido el día anterior le vuelve a preguntar:
- ¿Tres cervezas?, vamos a ver ¿hoy para quién son?
El hombre le responde:
- Una para mí, otra para ti, y otra para tu puta madre.
El camarero no se puede aguantar las ganas, sale de la barra y le da una buena paliza. Al final el hombre se va magullado y casi sin poder andar. El dueño del bar que ha visto lo sucedido no despide al camarero, ya que cree que el comportamiento de su empleado ha sido justificado.
Al día siguiente el camero colocaba está colocando las jarras de cerveza, cuando todo incrédulo ve aparecer por la puerta al mismo hombre con un ojo morado, la pierna derecha vendada y el brazo izquierdo en cabestrillo. El hombre se acerca a él y le dice:
- Quiero 2 cervezas.
El camarero bastante mosqueado le pregunta.¿Dos cervezas, para quién?,
- Una para mí, y otra para tu puta madre. Para ti nada, que te sienta mal el alcohol y te pones muy nervioso."
7988,"Esto es una procesión y le pregunta un señor a una señora: 
-Oiga, quien es el muerto? 
-Y la señora responde: Creo que el que va dentro de la caja."
7989,"Se encuentran dos amigos y uno le dice al otro:
- ¿Te enteraste que Gonzalo murió en el ring?
- Oye…. pues no sabía que era boxeador.
- No lo era, quedó electrocutado al tocar el timbre"
7990,"Mi marido y yo somos inseparables.
¿Andan siempre juntos?
No, se necesitan 10 vecinos para separarnos,
¡cuando peleamos!"
7991,"Se encuentran, Rajoy, Berlusconi y la reina de Inglaterra en el infierno… 
Berlusconi le contaba a la reina de Inglaterra que había un teléfono rojo en el infierno y que iba a hablar con el diablo para pedirle autorización para usarlo.Rápidamente, fue y le pidió al diablo permiso para hacer una llamada a Italia, para saber cómo estaba el país después de su partida. El diablo le concedió la llamada y habló durante 2 minutos. Al colgar, el diablo le dijo que el coste de la llamada eran 3 millones de euros, y Berlusconi le pagó.

Al enterarse de esto, la reina de Inglaterra quiso hacer lo mismo y llamó a Inglaterra durante 5 minutos. El diablo le pasó una cuenta de 10 millones de libras.

Rajoy también sintió ganas de llamar a España para ver cómo estaba el país, y habló durante 3 horas. Cuando colgó, el diablo le dijo que eran 25 céntimos de Euro.
Marianico se quedó atónito, pues había visto el coste de las llamadas de los demás, así que le preguntó por qué era tan barato llamar a España…
Y el diablo le respondió:
- Mira, barbas, con la cantidad de parados, las huelgas, los recortes en los hospitales públicos, los problemas educativos, la prima de riesgo, la Gurtel , el Faisán, la ETA , la inmigración, la falta de justicia, la impunidad y corrupción política, la inseguridad ciudadana, el desgobierno, Camps, Chaves, Griñán, las manipulaciones Rubalcaba, los incendios, la Bolsa , los chascarrillos de Esperanza Aguirre, los problemas de vivienda, las Sorayas, Tomás Gómez, Gallardón, Aznar desde las FAES, el inefable Zapatero prodigioso, la alargada sombra de Felipe González, las aventuras del Rey y el “listo” de Urdangarín, España es un caos, un infierno… ¡Y de infierno a infierno la llamada es LOCAL!"
7992,"Se encuentran dos tíos y uno le dice al otro:
- ¿Usted cree en el más allá?
- Claro! Vivo en Melilla!!"
7993,"Un médico Israelita comenta:
- La medicina en Israel está tan avanzada que nosotros le quitamos los testículos a una persona, se los ponemos a otra y en seis semanas ya está buscando trabajo.

Un médico alemán comenta:
-Eso no es nada, en Alemania Le sacamos parte del cerebro a una persona, la ponemos en otra, y en cuatro semanas ya está buscando trabajo.

Un médico ruso comenta:
- Eso tampoco es nada, en Rusia la medicina esta tan avanzada que le sacamos la mitad del corazón a una persona se la ponemos a otra y en dos semanas, ambas están buscando trabajo.

A lo que el médico ESPAÑOL responde:
-Nada que ver, todos ustedes están muy atrasados!!, fíjense que nosotros en ESPAÑA, agarramos a una persona sin cerebro, sin corazón y sin huevos, lo pusimos de PRESIDENTE y ahora medio país está buscando trabajo!!!"
7994,"Un hombre que trabaja en una empresa, coge el teléfono y llama a recepción para hablar con el becario, y le dice: 
- ¡Pedro, menea ese culo y tráeme un café con un par de tostadas! – Lo quiero aquí rápido, así que muévete inútil que se te acaba el tiempo.
Al otro lado del teléfono se oye una voz varonil que dice:
- ¡Idiota, te has equivocado de extensión! - ¿Sabes con quién estás hablando? - Soy el gerente de la empresa, estúpido!!!. 
El empleado todo alterado, le responde: 
- ¿Y qué? Explotador de mierda, grandísimo hijo de la G.P. ¿Acaso sabes tú con quién estás hablando? 
El gerente, sorprendido, responde:
 -No. 
El empleado cuelga el teléfono y se dice por lo bajinis: - Coño, menos mal…"
7995,"Esto son una pareja de novios. Él le dice a ella:
- ¿Me amas sólo porque mi padre me dejó una fortuna?
- No, querido. Yo te amaría sin importar quien te la dejó."
7996,"Esto es uno que le está preguntando a otro:
¿cuanto son 2 y 2? 
-pues como no me des mas datos tío!!!!...."
7997,"Van a ejecutar a George Bush, a Tony Blairy al alcalde de Lepe, pero antes les dejan elegir como quieren ser ejecutados. 
Primero empiezan con Tony Blair, que dice que quiere que le ejecuten en la silla eléctrica. Le sientan y esperando, esperando, resulta que la silla no funciona, por lo que le dejan libre. 
Al salir, Tony Blair pasa junto a George Bush y le dice en voz baja que la silla eléctrica no funciona. Total, que cuando le preguntan al George Bush como quiere ser ejecutado, pide la silla eléctrica, y como sigue sin funcionar, también le dejan libre. 
Al salir, Bush avisa al alcalde de Lepe que la silla eléctrica no funciona. 
Cuando le toca al alcalde de Lepe y le preguntan como a los otros dos que como quiere ser ejecutado, responde:
- Pues... como la silla eléctrica no funciona, prefiero 
la guillotina."
7998,"Llega un borracho a un velatorio con una caja de herramientas, se acerca al cajón y ve a la viuda, que le acomodaba la peluca a cada rato al difunto, se compadece, y le dice:
- Salga un momento y yo le arreglo el problema.
A los 10 minutos llama a los parientes. Se acercan y ven con asombro que no se le movía para nada el peluquín. Se dirigen al hombre y le dice la viuda:
- ¡¡Muchas gracias!! ¿cuánto le debo por este favor?
Y él le contesta:
- No es nada señora, por 4 clavos locos, ¿qué le voy a cobrar?"
7999,"Estaba una familia de catalanes reunida ante el féretro del padre recién fallecido, cuando el hijo menor dice:
- Ahora tendremos que hacer realidad la última voluntad de nuestro padre: Ser enterrado con un millón de euros en el ataúd.
El hijo mediano añade:
-Sí, bueno…..pero en realidad sólo pondremos 750.000 euros, porque hay que descontar el IRPF.
El hijo mayor cae en la cuenta y añade a lo ya dicho:
- También tendremos que deducir el IVA…
En esto, la viuda entra en la conversación de forma contundente y dice:
- ¡Basta ya! Vuestro padre no merece estos regateos. Se le enterrará con la tarjeta de crédito….y que él gaste cuanto le apetezca."
8000,"Esto es un partido de fútbol, en el que juegan los leones contra el resto de los animales de la selva...
En la primera parte van ganando los feroces leones por 12 goles a 0.
Pero en la segunda parte, se incorpora el ciempiés y les mete 100 goles a los temibles leones.
Al terminar el partido se acerca uno delos leones y le dice al ciempiés:
-Menos mal que no has salido en la primera parte, que si no …
- Tengo una duda, siendo tan bueno…… ¿Cómo es que no has salido en la primera parte? 
Y le contesta el ciempiés: 
- Porque, me estaba atando las botas."
8001,"¿Cómo se dice Real Madrid en Chino?
Chin Chan Pion Lig..!!"
8002,"Harta de que su marido llegue borracho a casa todas las noches,una señora decide darle un buen susto para que escarmiente. 
Esa noche, antes de que el marido regrese del bar, se disfraza de demonio y lo espera en silencio en la oscuridad. 
Justo en el momento que escucha la llave en la puerta, la esposa se prepara y en cuanto entra el hombre, borracho como siempre, se tira encima de él gritando:
-¡Grrrrrrrrr! ¡He venido a llevarte!
El hombre, tranquilo, responde:
- Da lo mismo... ¡Hace veinte años que vivo con tu hermana!"
8003,"En una entrevista de trabajo para escoger taladores de árboles están :
Un brasileño, Un estadounidense y Un vasco; 
-Entrevistador : ¿Y ustedes que experiencia tienen? 
Estadounidense: 
- Pues yo estuve en el norte de Canada cortando árboles.
Brasileño : 
- Eu estove em Brazil a silva du Amazonas. 
Vasco : 
- Pues yo estuve en el Sahara. 
Entrevistador : 
- ¡Pero si en el Sahara no hay árboles! 
Vasco : 
-¡Eso es ahora!"
8004,"Se encuentra la Agencia Aeroespacial Europea seleccionando a un profesional para enviarlo a Marte. Existía un problema y éste consistía en que era muy probable que no pudiese regresar de nuevo a la Tierra.
Entrevistan a un primer candidato, ingeniero, y le preguntan cuanto quería cobrar, y éste dijo: 
-Un millón de euros, porque quiero donar esa cantidad al Instituto de Investigación Espacial. 
El siguiente candidato era un médico, que a la pregunta de cuanto deseaba cobrar responde:
-Dos millones de euros, porque quería dejar un millón a mi familia, y donar el otro para un centro de investigación médica. 
Cuando le preguntaron al tercer candidato, un abogado, cuanto quería, dijo: 
-Pues ni más ni menos que Tres millones. 
- ¿Por qué quiere cobrar tanto, mucho más que los otros candidatos?, - le preguntó el seleccionador. 
-Mire….muy sencillo -replicó el abogado-: si vd. me da los tres millones, yo le daré uno a vd., otro millón me lo quedaré yo, y con el millón restante, mandamos al ingeniero a Marte, ¿Qué le parece?"
8005,"¿Cuál es la montaña más limpia?
El volcán. Porque echa ceniza y después LAVA."
8006,"Un niño le pregunta a su padre.
- Papa! papa! África,¿donde está? 
Y el padre le contesta.
- Pues no lo se hijo, pero no debe estar muy lejos, porque hay un negro en mi fábrica que viene a trabajar cada día en bicicleta....."
8007,"Un preso regresa a su celda después de celebrarse el juicio,y su compañero le pregunta: 
- ¿Cómo te fue el juicio? ¿Cuanto te ha caído? 
- Uf!!,pues me han caído 30 años. 
- ¿Y que te ha dicho tu abogado? 
- Pues me ha dicho que no me preocupe, que en invierno los días son más cortos."
8008,"Una mujer un día se levanta por la mañana, despierta a su marido y le dice:
- Cariño, cariño!!!!…. he tenido un sueño maravilloso. He soñado que me regalabas un collar de diamantes y esmeraldas por mi cumpleaños. ¿Tú que crees qué querrá decir?
Y el marido le contesta: 
- Pues te tendrás que esperar, lo sabrás el día de tu cumpleaños...
Llega el día del cumpleaños tan deseado por la esposa y el marido llega a casa con un paquete en la mano. La mujer, emocionada y sin poder esperar a que se lo de, se lo quita de las manos, rasga nerviosa el papel, abre rápidamente la caja y encuentra un libro titulado:
""El significado de los sueños."""
8009,"Cuatro enfermeras se reúnen en la cafetería del Hospital despuésde haber pasado una noche de sexo en el mismo, y se ponen a comentar:
- El médico con que me acosté anoche creo que era un anestesista.
- ¿Por qué?Preguntan las otras
- Porque no sentí nada, pero nada de nada
- Pues yo debí acostarme con el Director
- ¿Por qué?
- El daba órdenes y todo el trabajo lo tuve que hacer yo 
- Jaaa!!! El mío debió ser un médico Residente. Se pasó todo el rato preguntando, ¿Va todo bien? ¿Lo estoy haciendo bien? ¿Es así cómo se hace?:

La 4ta Enfermera estaba con una cara de gran felicidad y le preguntan:
- ¿Y tu con quién te acostaste?
- PUES YO CREO QUE EL MÍO ERA TÉCNICO RADIÓLOGO, FUE UNA MARAVILLA ME LO HIZO EN ANTERO-POSTERIOR, POSTERO-ANTERIOR, LATERAL, OBLICUO, DINÁMICO. Y CUANDO TERMINÓ ME DIJO:
-TE MOVISTE MUCHO... HAY QUE REPETIR TODO DE NUEVO."
8010,"Un individuo le comenta a otro:
- Mi mujer me pide siempre dinero. La semana pasada fueron 300 euros, ayer seiscientos y hoy va y me pide mil! 
- ¿Y que hace con todo ese dinero? 
- No lo se, nunca se lo he dado..."
8011,"Llega un hombre a la puerta del Ayuntamiento y le pregunta al de seguridad:
- ¿Perdone..... por la tarde no trabajan?
y el de seguridad le responde:
- No….. por la tarde no vienen, cuando no trabajan es por la mañana."
8012,"- Doctor, necesito su ayuda!! quiero algo que ponga a mi marido como un toro.
El Doctor le contesta:
- Bueno....pues bájese las bragas que vamos a empezar por los cuernos!!"
8013,"Un tipo pide una pizza para que se la lleven a casa y cuando la recibe le pregunta al repartidor:
-¿Cuál es la propina acostumbrada?
-Pues… suele ser de 1 euro, pero mi jefe dice que si logro que el cliente suelte 10 céntimos, ya sería un milagro.
-Ah sí? –dice enfadado el cliente- Pues toma 5 euros!!!! 
-Gracias señor! Lo ahorraré para mis estudios.
-¡Muy bien chico, eso esá muy bien!Y se puede saber, ¿Qué estudias? 
-Psicología aplicada, señor"
8014,"Un caminante por el campo, se encuentra a un pastor con un rebaño de ovejas.
Y le pregunta al pastor:
- Oiga buen amigo, dan mucha lana las ovejas?
- Cuales las blancas o las negras?
....El caminante sorprendido le dice:
- Pues las blancas.
- Unos 7 kilos de lana por temporada.
- Y las negras?
- También, también.
- Y dan mucha leche las ovejas?
- Cuales las blancas o las negras?.
- Pues las blancas.
- Unos tres litros por semana .
- Y las negras?
- También, también.
...el caminante bastante enfadado le dice:
- Pero oiga, porque cuando le pregunto algo sobre las ovejas me dice las blancas o las negras?
- Hombre, es que las blancas son mías .
- Ahhhh y las negras?
- También, también."
8015,"El coronel al comandante:
- Mañana a las 8:00 se producirá un eclipse de sol, hecho que no ocurre todos los días. Además, las previsiones meteorológicas para mañana anuncian lluvias, con lo que no se verá nada al aire libre. Por lo tanto formaremos en el gimnasio en traje de campaña.
- ¡A la orden de usía mi coronel!
El comandante al capitán:
- Mañana a las 8:00 se producirá un eclipse de sol. Según el señor coronel si llueve no se verá nada al aire libre. Entonces, en traje de campaña, el eclipse tendrá lugar en el gimnasio, hecho que no ocurre todos los días.
- ¡A sus órdenes mi comandante!
El capitán al teniente:
- Por orden del señor coronel, mañana a las 8:00 tendrá lugar en el gimnasio la inauguración del eclipse de sol en traje de campaña. El señor coronel dará las órdenes oportunas de si debe llover o no, hecho que no ocurre todos los días. Si hace buen tiempo y no llueve, el eclipse tendrá lugar en el patio.
- ¡A sus órdenes mi capitán!
El teniente al sargento:
- Por orden del señor coronel mañana a las 8:00 lloverá en el patio del cuartel, hecho que no ocurre todos los días. El señor coronel, en traje de campaña, dará las órdenes en el gimnasio para que el eclipse de sol se celebre en el patio.
- ¡A sus órdenes mi teniente!
El sargento al cabo:
- Por orden del señor coronel mañana a las 8:00 tendrá lugar el eclipse del señor coronel en traje de campaña por efecto del sol. Si llueve en el gimnasio, hecho que no ocurre todos los días, se saldrá al patio.
- ¡Vale tito!
El cabo al soldado:
- Mañana a eso de las 8:00 parece ser que el sol en traje de campaña eclipsará al señor coronel en el gimnasio. ¡¡Lástima que esto no ocurra todos los días, coño!!"
8016,"Dos amigos comentan sobre sus hijos, y uno le dice al otro:
- Mi hijo, en su nuevo trabajo, se encuentra como pez en el agua.
- Y….¿Qué hace?
- Nada, nada, nada."
8017,"Llega un marido a su casa y le dice a su esposa:
- Cariño, tengo un grave problema en la oficina.
Y su mujer le responde dándole aliento:
- No te preocupes, mi amor. Y nunca digas tengo un problema, di....tenemos un problema, puesto que la oficina es ""nuestro"" trabajo.
Aprovechando las amables y cariñosas palabras de su esposa, el marido le dice:
- Bueno…… muy bien!Entonces,...
- ¡Nuestra secretaria va a tener un hijo ""nuestro""!"
8018,"Una mujer lleva a un bebé de pocos meses al doctor. La enfermera los hace pasar al consultorio. Cuando el médico se presenta, examina al niño, lo mide, lo pesa y descubre que está por debajo del peso normal.
El doctor pregunta si el niño está siendo alimentado con biberón o se le está dando el pecho.
- Se alimenta con el seno materno, responde la mujer.
- Por favor señora -dice el doctor -descúbrase los pechos.
La mujer obedece, y el médico toca, aprieta, palpa y oprime ambos pechos, en un examen minucioso.
Luego le indica a la señora que se cubra de nuevo y le dice:
- Con razón el niño pesa poco. Señora, ¡usted no tiene leche!
- Ya lo sé. Soy su abuela ¡y estoy tan contenta de haber venido!"
8019,"En la consulta del médico, aparece una señora apurada y con mucha prisa.
- Doctor…..vengo a que me saque los dientes.
- Pero señora, si usted no tiene dientes.
- Sí doctor; acabo de tragármelos"
8020,"Un día el jefe de una estación ferroviaria hablando con uno de los empleados, le pregunta:
- Dígame, ¿usted qué haría si ve que dos trenes van a chocar?
- Avisarles por la radio o con banderas para que cambien de carril - responde muy seguro el empleado.
- Y, ¿si no tuviera ni radio ni banderas? -insistió el jefe.
- Pues, entonces llamaría a mi primo.
- Ajaaaa, ¿su primo sabe del tema?
- No, es que nunca ha visto un choque de trenes."
8021,"Un hombre para una señora por la calle y le pregunta:
- Disculpe, ¿no vio a un policía dando vueltas por aquí?
- No, no he visto a ninguno -responde la mujer.
- Perfecto!Déme su bolso, su collar, su reloj ....!!!"
8022,"Es fácil morir por una mujer, lo difícil es vivir con ella."
8023,"Dos amigos están hablando, y uno le dice al otro:
-¿Seguro que no sabes cuál es el animal que es dos animales en uno?
-Hummm..., no, ni idea.
-Muy fácil…. es el gato...
-¿Por qué?
-Porque es gato y araña...
-Aaaaah, entonces es como tu hermana...
-¿Mi hermana?
-Sí, porque es ZORRA y COBRA..."
8024,"¿Quién invento las fracciones? 
- Enrique octavo"
8025,"Se encuentran un alemán y un catalán.
Le pregunta el catalán…
- Y tu donde te vas de vacaciones?.
Y el alemán le responde: 
- Pues yo me voy a Baden-Baden"" y tu?
Y el catalán le dice….
- !Ah, sí! pues yo voy a Vilanova i la Geltrú-Vilanova i la Geltrú""."
8026,"Esto es un hombre que tiene la fea costumbre de tirar la basura todas las noches en el jardín de su vecino. Una noche el vecino lo coge ”infraganti”y le dice:
- Como continúes tirando la basura en mi jardín, voy a tener que dar parte a la policía.
- A mí me da igual, -le responde- como si quieres dársela toda, yo ya no la quiero."
8027,"La esposa le pregunta a su esposo:
-Te has fijado, cariño?. He comprado un nuevo cepillo para el inodoro.
-Si, le responde el marido…….pero me sigue gustando más el papel!!!!!"
8028,"Una bella joven muy liberada, entra en un bar completamente desnuda.
Se para frente al cantinero y le dice:
- ¡Sírvame una cerveza bien helada!
El cantinero le sirve la cerveza y se queda mirándola, sin moverse.
- ¿Qué pasa? - dice ella - ¿nunca ha visto una mujer desnuda?
- ¡Si, muchas veces!!!
- ¿Y entonces que mira?
- ¡Quiero ver de donde va a sacar el dinero para
pagar la cerveza!!.."
8029,"Marido y mujer acuden al psicólogo tras 30 años de matrimonio. 
Cuando se les pregunta cuál es el problema, la mujer saca una lista larga y detallada de todos los problemas que han tenido durante los 30 años de matrimonio: 
- …poca atención, falta de intimidad, vacío, soledad, no sentirse amada, no sentirse deseada… - La lista es interminable. 
Finalmente, el terapeuta se levanta, se acerca a la mujer, le pide que pare y la abraza y besa apasionadamente, mientras que el marido los observa con una ceja más alta que la otra. 
La mujer se queda muda y se sienta en la silla medio aturdida.. 
El terapeuta se dirige al marido y le dice: 
- Esto es lo que su esposa necesita al menos 3 veces por semana. ¿Puede usted hacerlo? 
El marido se queda meditando unos instantes y responde: 
-Bueno, la puedo traer los lunes y los miércoles, pero los viernes tengo fútbol."
8030,Joven muere atropellado por un camión cuando iba al cine... no vio el trailer
8031,"¿Cómo se dice en africano ""La abuela murió porque se comió pescado podrido?
""Gamba chunga yaya tumba"""
8032,"Esto es un trabajador que está en la empresa y le dice el jefe: 
- Oye , ayer te di el día libre para ir al entierro de tu suegra, y la he visto esta mañana haciendo la compra en el mercado y luego en el centro comercial.
Y le contesta el empleado, 
- ¡¡¡para que te fíes de las mujeres!!!."
8033,"Un niño y una niña de 8 años conversan en el parque. 
-El niño le pregunta a la niña: ¿Que vas a pedir en la carta a los Reyes Magos? 
-Yo le voy a pedir una Barbie..¿Y Tú? 
-Yo le voy a pedir un Tampax,...responde el niño.. 
-Qué es un Tampax?......Pregunta la niña.. 
-Yo no sé.....Pero en la tele ... dicen que puedes ir a la playa, todos los días, ir en bicicleta, montar a caballo, bailar, ir a la discoteca, correr, hacer de todo
y lo mejor y lo más alucinante....
¡¡¡SIN QUE NADIE SE DE CUENTA!!!."
8034,"Hoy me levanté temprano, me puse los calzoncillos largos, me vestí con calma, me tomé un café, agarré mis cañas de pescar, me fui silenciosamente al garaje, puse las cañas en el maletero del coche y procedí a sacarlo del garaje bajo una lluvia torrencial. 
Estaba toda la calle inundada y el viento gélido soplaba a una fuerza sobrenatural. 
Sin lugar a dudas, no era un buen día para salir a pescar. Por lo que decidí volver a guardar el coche en el garaje, puse la radio y me enteré de que el mal tiempo iba a durar todo el día. 
Entré de nuevo en mi casa, me desvestí silenciosamente y me deslicé dentro de la cama. Despacito me acurruqué contra la espalda de mi mujer, puse mis manos en sus pechos y le susurré al oído: 
- El tiempo afuera está horrible. 
Ella me contestó medio dormida: 
- Ya lo sé. ¿Te puedes creer que el gilipollas de mi marido se fue hoy pescar?"
8035,"Estos son dos conocidos y uno le dice al otro:
- ¿A dónde vas? 
- A por estiércol para las fresas - le contesta.
- Coño!!!!, por qué no las pruebas con nata, como todo el mundo."
8036,"¿En qué se parecen los Teletubbies al Real Madrid? 
En que ambos saltan al césped a hacer el ridículo!"
8037,"Esto es Papá Mosquito enseñando a su hijo Mosquitín... 
-Hijo, no estudies nunca para ser artista, acuérdate de que tu abuelo murió a causa de un aplauso..."
8038,"Se encuentran dos secretarias y una le dice a la otra:
- El jefe es guapo….. eh!!!!
- Si.
- Y viste bien, verdad?
- Si... y deprisa."
8039,"Se encuentran dos amigos y un le dice al otro:
- Recuerdos de Carlos!
- Gracias
- Recuerdos de Carlos!!
- Gracias...
- Recuerdos de Carlos!!!
- Gracias.....
- Recuerdos de Carlos!!!!
- Ya vale no?
- No! Es que me dio muchos recuerdos para ti, ¿sabes?"
8040,"Esto es un hombre tan depre, tan depre, tan depre...que se muere un lunes …y va y dice:
-¡¡¡JODER!!!! ….Pues si que empiezo bien la semana!!"
8041,"Dos amigos que se encuentran por la calle:
- Ayer a mi mujer le regalé un collar y está contentísima.
- Ah! Pues yo a la mía la llevo suelta"
8042,"Se encuentran dos amigos y uno le dice al otro:
- Sabes quien se ha muerto?
- ¿Quien?
- El Anselmo.
- Caray!!!, de que?
- De cataratas
- Oye…¿Pues no sabía que le habían operado?
- No, le empujaron !!!!"
8043,"Esto es un torero que se casa y en la noche de bodas le confiesa a su mujer: 
- Maria,tengo un testículo menos. 
- Pepe, yo también tengo que confesarte algo,que no soy virgen. 
- Pero Maria, lo mío fue de una ""corrida"".
- Y lo mío, le dice la mujer,que te crees que fue,de una “pedrada”!!!!"
8044,"Una mujer de lo más elegante y bella sale de un bar, con un alto grado de alcohol en la sangre,(vamos…..muy, muyborracha).
Camina tambaleante hacia su coche, “un deportivo carísimo”, trata de poner las llaves en la cerradura, pero, por más intentos que hace, no lo consigue. Su estado es tan lamentable que incluso apoyada en la puerta del deportivo, acaba cayéndose al suelo, quedando sentada junto al coche con las piernas abiertas.
Patiabierta y sin bragas, mira hacia abajo y lo
que ve,...es su parte íntima y comienza a hablarle:
Por ti….tengo este coche,
Por ti....tengo muchas joyas,
Por ti....tengo mucho dinero,
Por ti....puedo tener a los hombres que quiera,
Por ti....tengo una gran casa.
De repente se empieza a orinar......y añade:
¡¡ NO LLORES, ...Coño!!...QUE NO TE ESTOY REGAÑANDO...!!!"
8045,"Un torero se encuentra en la plaza en plena faena cuando de repente dice: 
- Dejadme solo!!!, dejadme solo!!! 
- Pero si esta usted solo maestro.
- Y ese toro que hace ahí??"
8046,"¿Sabes cual es la mejor universidad del mundo? 
- La de Deusto, porque entran siendo vascos y salen siendo médicos, abogados, economistas..."
8047,"En una apuesta para ganar 5 millones de Euros al que sobreviva tras lanzarse del último piso de un edificio de 20 plantas, se encuentran un Inglés, un Alemán y un Canario. 
-Va el Inglés y dice ¡por mi patria!, se tira y muere.
-Va el Alemán y dice ¡por mi bandera!, se tira y muere. 
-Va el Canario y dice:¡por mi patria y por mi bandera …….. yo bajo por las escaleras!"
8048,"Esto es un tío que va al medico y le dice:
- Mire doctor vengo por que hace una temporada que me duele mucho esta pierna.
- Oh... esto es cuestión de la edad! le contesta el doctor.
- Ah... pues la otra pierna tiene la misma y no me duele oiga."
8049,"Va un loco por la calle caminando muy deprisa, y se encuentra con otro loco que le pregunta:
- ¿Hacia dónde vas?
- No lo sé, le contesta, pero apúrate porque vamos a llegar tarde"
8050,"¿Que le dice un tiburón a un náufrago en mitad del océano ?
... .Lo de flotar se va a acabar !!!"
8051,"Se encuentran un cura inglés, un cura francés y un cura argentino, dando cada uno su opinión de cómo repartir las limosnas de los feligreses.

El ingles propone: 
- Trazamos un círculo en el suelo, tiramos las monedas al aire, las que caigan dentro, se las ofrecemos a Dios, y las otras para la parroquia.

El francés no está de acuerdo con el inglés y dice: 
- ¡Ah!, no,no, escuchar, yo propongo trazar una línea recta en el suelo, tirar las monedas al aire, las que caigan a la derecha se las ofrecemos a Dios, y las otras, para la parroquia.

El argentino desaprueba las propuestas del inglés y del francés y dice: 
- NO,no, mejor tiramos las monedas al aire, ¡Las que agarre Dios para él! ¡Y LAS OTRAS PARA LA PARROQUIA!."
8052,"Estos son dos hermanos, que duermen en una litera y el de arriba empieza a rezar:
- Con Dios me acuesto, con Dios me levanto, con la Virgen María y el Espíritu Santo.
En eso que se cae de la litera y el de abajo le dice:
- Eso te pasa por dormir con tanta gente!!!!"
8053,"¡¡¡¡ AAAAAATENCIÓNN !!!! ¡¡¡ARMAS AL HOMBRO !!!
......¡¡¡NO, HOMBRE, NO, EL DEL TANQUE NO!!!"
8054,"Esto es un niño que invita a un amigo a su casa. 
Cuando se sientan a la mesa para comer, le pregunta a su invitado: 
- Oye...¿Tú rezas antes de comer?
A lo que el amigo responde.
- No, mi Mamá cocina muy bien."
8055,"Esto es uno individuo que va caminando con un pato bajo el brazo.
Se cruza con un amigo que se le acerca y dice: 
- ¿qué haces con ese cerdo?
- ¿Estás ciego o qué?, ¿no ves que es un pato?
- No hombre, si hablaba con el pato..."
8056,"Una mujer llega a casa y se encuentra al marido con un matamoscas en la mano. 
- ¿Qué haces?- Le pregunta ella. 
Él contesta: 
- Matando moscas. 
- ¿Y has matado alguna? - Prosigue la mujer. 
- Sí, he matado 5 moscas !3 machos y 2 hembras!. Intrigada por la respuesta, la mujer insiste:
- ¿Cómo sabes si son machos o hembras? 
Y él le contesta: 
- ¡3 estaban en el vaso de cerveza y 2 en el teléfono!"
8057,"- Doctor, doctor.....dígame la verdad, después de la operación podré tocar la guitarra ? 
- Si hombre, perfectamente. 
- Que bien !!!porque antes no sabía."
